Clash,2
Eta,9
Frege,1
"Frege,Eta",1
GHCJS,57
"GHCJS, HaLVM",1
"GHCJS, Haste",1
"GHCJS, Purescript",1
"GHCJS, proprietary inhouse Haskell compiler",1
Haste,1
Haste Compiler,1
Hugs,2
Hugs/Gofer in past,1
Mu,4
Purescript,1
Some trivial ghcjs,1
ghcjs,8
nhc for nostalgia,1
