ARM,2
Any,1
BSD,9
Browser,1
Compiling into C,1
Embedded/bare metal,1
FPGA,1
FreeBSD,15
FreeBSD (basically any other *nix system could build my projects too),1
"FreeBSD, web",1
Haiku,1
Illumos,1
Javascript,1
My students use others,1
OS 4690,1
OpenBSD,7
Raspberry PI (Linux),1
Solaris,1
UNIX,1
WINE,1
Web,9
Web (GHCJS),1
Web (ghcjs),1
Web Apps,1
browser,1
microcontrollers,1
the browser,1
web,3
“The Web”,1
